,AUC ROC,Algorithm,Avg. Precision,Fold,Time
181,0.5947781944202268,"node2vec [dim=128, p=1.0, q=2.0, t=5 + topics",0.4253646810774695,4,553.2031095550046
182,0.5923805084103427,"node2vec [dim=128, p=2.0, q=0.5, t=5",0.4245659852679076,4,495.94201969000284
183,0.5828375427137761,"node2vec [dim=128, p=2.0, q=0.5, t=5 + topics",0.4146475194033492,4,544.8602994730027
184,0.5931441399880817,"node2vec [dim=128, p=2.0, q=1.0, t=5",0.4251769979552552,4,506.78003182000253
185,0.5918794176625743,"node2vec [dim=128, p=2.0, q=1.0, t=5 + topics",0.42501053487892265,4,550.4874273899914
186,0.58967615675735,"node2vec [dim=128, p=2.0, q=2.0, t=5",0.4191382678892665,4,510.4174480110087
187,0.5941086703840844,"node2vec [dim=128, p=2.0, q=2.0, t=5 + topics",0.42524086353837903,4,551.0304098469933
188,0.5962913267862916,Our model,0.43430867385797306,4,82.02763101400342
189,0.5587034536475274,Barbera model,0.4042034018662193,4,73.19383017899236
190,0.6131310858878163,"node2vec [dim=13, p=0.5, q=0.5, t=5",0.4425645246927471,5,462.33650734400726
191,0.6029532654622174,"node2vec [dim=13, p=0.5, q=0.5, t=5 + topics",0.43355133227240705,5,481.424617318
192,0.6058183221930102,"node2vec [dim=13, p=0.5, q=1.0, t=5",0.4358118039347128,5,470.4279804079997
193,0.5939611802858435,"node2vec [dim=13, p=0.5, q=1.0, t=5 + topics",0.4254857532907614,5,489.04747814600717
194,0.6105841667920939,"node2vec [dim=13, p=0.5, q=2.0, t=5",0.4437896826584807,5,481.7261473859981
195,0.6029220334693666,"node2vec [dim=13, p=0.5, q=2.0, t=5 + topics",0.4392530372395189,5,488.844618025003
196,0.610852748576048,"node2vec [dim=13, p=1.0, q=0.5, t=5",0.438312553118724,5,461.30877102000517
197,0.5950702603211057,"node2vec [dim=13, p=1.0, q=0.5, t=5 + topics",0.4313159280387544,5,482.40472057300207
198,0.6010785128673605,"node2vec [dim=13, p=1.0, q=1.0, t=5",0.4331743144158545,5,471.927947632008
199,0.601117823657804,"node2vec [dim=13, p=1.0, q=1.0, t=5 + topics",0.4290060204666272,5,489.0414449499949
200,0.599780736561815,"node2vec [dim=13, p=1.0, q=2.0, t=5",0.4294805538799589,5,478.9444464690023
201,0.5900241758802485,"node2vec [dim=13, p=1.0, q=2.0, t=5 + topics",0.4237398951709265,5,489.3090100949921
202,0.613310916892914,"node2vec [dim=13, p=2.0, q=0.5, t=5",0.4451968244012201,5,462.14955917700723
203,0.6022859283775208,"node2vec [dim=13, p=2.0, q=0.5, t=5 + topics",0.4311032270458169,5,481.030547574992
204,0.6029407712662789,"node2vec [dim=13, p=2.0, q=1.0, t=5",0.4430315727235941,5,471.00891210499685
205,0.6088276029181008,"node2vec [dim=13, p=2.0, q=1.0, t=5 + topics",0.4449942989987233,5,489.6851896680018
206,0.6030616850568385,"node2vec [dim=13, p=2.0, q=2.0, t=5",0.4316398684811412,5,482.58887807300204
207,0.6072072136947483,"node2vec [dim=13, p=2.0, q=2.0, t=5 + topics",0.4370931990061835,5,493.4684036260005
208,0.5954032641704669,"node2vec [dim=128, p=0.5, q=0.5, t=5",0.4281273207135197,5,502.73789104000025
209,0.5912746639974179,"node2vec [dim=128, p=0.5, q=0.5, t=5 + topics",0.4236955319441651,5,559.4433228879934
210,0.5971097555354155,"node2vec [dim=128, p=0.5, q=1.0, t=5",0.4320995694745981,5,525.6685864689936
211,0.5987298750018881,"node2vec [dim=128, p=0.5, q=1.0, t=5 + topics",0.4309060588632127,5,554.3327158770118
212,0.5963365462784441,"node2vec [dim=128, p=0.5, q=2.0, t=5",0.43171849005298907,5,522.0328492459957
213,0.5981308816580257,"node2vec [dim=128, p=0.5, q=2.0, t=5 + topics",0.4320215299713028,5,556.2355726660171
214,0.5928976733806142,"node2vec [dim=128, p=1.0, q=0.5, t=5",0.4258994692613131,5,505.3493802979938
215,0.5933510250615748,"node2vec [dim=128, p=1.0, q=0.5, t=5 + topics",0.4265575095921913,5,540.2729183329793
216,0.5985916674490435,"node2vec [dim=128, p=1.0, q=1.0, t=5",0.4331468108702231,5,521.9684909810021
217,0.5951882915320331,"node2vec [dim=128, p=1.0, q=1.0, t=5 + topics",0.4286498300412371,5,548.8222215580172
218,0.5933740951735084,"node2vec [dim=128, p=1.0, q=2.0, t=5",0.426695355191742,5,524.443268173025
219,0.6007952437833013,"node2vec [dim=128, p=1.0, q=2.0, t=5 + topics",0.43506734212615294,5,549.1033637250075
220,0.5976768997789655,"node2vec [dim=128, p=2.0, q=0.5, t=5",0.4297966129000208,5,502.26535062197945
221,0.5914736660309303,"node2vec [dim=128, p=2.0, q=0.5, t=5 + topics",0.4254723059355941,5,552.2517894060002
222,0.5913545967271201,"node2vec [dim=128, p=2.0, q=1.0, t=5",0.4255526692021205,5,510.3791188230098
223,0.6011490755505362,"node2vec [dim=128, p=2.0, q=1.0, t=5 + topics",0.4334392048150831,5,545.533852980996
224,0.596137513207451,"node2vec [dim=128, p=2.0, q=2.0, t=5",0.42999616211425934,5,512.5906407849981
225,0.6010305294763651,"node2vec [dim=128, p=2.0, q=2.0, t=5 + topics",0.4349113485586287,5,562.6693225490162
226,0.5956243594006494,Our model,0.42973025260608205,5,82.85630819201471
227,0.5305573029710001,Barbera model,0.38062309299177577,5,73.97461031199781
228,0.6230621596357669,"node2vec [dim=13, p=0.5, q=0.5, t=5",0.4470647882160272,6,479.2693768689933
229,0.6083945264673181,"node2vec [dim=13, p=0.5, q=0.5, t=5 + topics",0.4312978228685928,6,494.26572811699583
230,0.6253164235190888,"node2vec [dim=13, p=0.5, q=1.0, t=5",0.44735313667900506,6,487.64877755500487
231,0.6210659269230752,"node2vec [dim=13, p=0.5, q=1.0, t=5 + topics",0.4439235955432832,6,501.16576159599936
232,0.6139626461423612,"node2vec [dim=13, p=0.5, q=2.0, t=5",0.4437585548069127,6,488.2766953929968
233,0.6077936826699497,"node2vec [dim=13, p=0.5, q=2.0, t=5 + topics",0.4318141214676715,6,509.69025950101786
234,0.6162352883193166,"node2vec [dim=13, p=1.0, q=0.5, t=5",0.43772535782650623,6,476.5916065179917
235,0.6090318557785974,"node2vec [dim=13, p=1.0, q=0.5, t=5 + topics",0.4289059617837695,6,500.8910910949926
236,0.6122997197163604,"node2vec [dim=13, p=1.0, q=1.0, t=5",0.4419380800123022,6,485.846008020977
237,0.6102269183433372,"node2vec [dim=13, p=1.0, q=1.0, t=5 + topics",0.4384621058878129,6,502.531048933015
238,0.6131002786612927,"node2vec [dim=13, p=1.0, q=2.0, t=5",0.4424235330020895,6,496.5270092319988
239,0.6123924740531527,"node2vec [dim=13, p=1.0, q=2.0, t=5 + topics",0.4327611941037572,6,504.5428394069895
240,0.6127065272153536,"node2vec [dim=13, p=2.0, q=0.5, t=5",0.441214373404752,6,482.2404267039965
241,0.6158998691283808,"node2vec [dim=13, p=2.0, q=0.5, t=5 + topics",0.4374542828389607,6,498.0413054689998
242,0.6139086005656129,"node2vec [dim=13, p=2.0, q=1.0, t=5",0.4378207663590882,6,483.6511359729921
243,0.6131388891122544,"node2vec [dim=13, p=2.0, q=1.0, t=5 + topics",0.4400580139424662,6,503.57674960000435
244,0.6085645526602027,"node2vec [dim=13, p=2.0, q=2.0, t=5",0.4360252319642591,6,495.6002253029728
245,0.6154694014632973,"node2vec [dim=13, p=2.0, q=2.0, t=5 + topics",0.44498080843358223,6,514.3277671399992
246,0.5991367238127269,"node2vec [dim=128, p=0.5, q=0.5, t=5",0.4272463848824647,6,525.997524381004
247,0.5961614984184779,"node2vec [dim=128, p=0.5, q=0.5, t=5 + topics",0.4252522818698932,6,566.3459826579783
248,0.5993079470404274,"node2vec [dim=128, p=0.5, q=1.0, t=5",0.4297290205680381,6,543.3794526350102
249,0.5995448251735717,"node2vec [dim=128, p=0.5, q=1.0, t=5 + topics",0.4299511216006316,6,572.6455516519783
250,0.5954913871921186,"node2vec [dim=128, p=0.5, q=2.0, t=5",0.4250401655300545,6,536.0231615479861
251,0.6051094069566931,"node2vec [dim=128, p=0.5, q=2.0, t=5 + topics",0.43521181855839147,6,574.0573972300043
252,0.5893395016587141,"node2vec [dim=128, p=1.0, q=0.5, t=5",0.41708396407433546,6,522.8521263080183
253,0.5923280661063184,"node2vec [dim=128, p=1.0, q=0.5, t=5 + topics",0.4225495961147251,6,567.4607535880059
254,0.5965635382798509,"node2vec [dim=128, p=1.0, q=1.0, t=5",0.426462799246966,6,536.7547733270038
255,0.6018021098204589,"node2vec [dim=128, p=1.0, q=1.0, t=5 + topics",0.4318976433365668,6,582.4112024269997
256,0.5957528915386411,"node2vec [dim=128, p=1.0, q=2.0, t=5",0.4275779865073675,6,534.3269945280044
257,0.5998498499557103,"node2vec [dim=128, p=1.0, q=2.0, t=5 + topics",0.4328767680365883,6,576.8522203099857
258,0.5979564796660098,"node2vec [dim=128, p=2.0, q=0.5, t=5",0.4272579473732445,6,540.0333372030001
259,0.5912487609685746,"node2vec [dim=128, p=2.0, q=0.5, t=5 + topics",0.4213978539674839,6,564.2578425900138
260,0.6027239538375498,"node2vec [dim=128, p=2.0, q=1.0, t=5",0.4292971488413904,6,551.406934077997
261,0.5984846679350191,"node2vec [dim=128, p=2.0, q=1.0, t=5 + topics",0.4292182511782268,6,559.3532162680058
262,0.6017557362689621,"node2vec [dim=128, p=2.0, q=2.0, t=5",0.4340996636003671,6,529.7129847200122
263,0.5982442485224184,"node2vec [dim=128, p=2.0, q=2.0, t=5 + topics",0.42943109905260207,6,572.3033476669807
264,0.5870492698485661,Our model,0.4140771965740612,6,83.58520716699422
265,0.5244443916483035,Barbera model,0.3641006267375592,6,78.55150787901948
266,0.5915440841587017,"node2vec [dim=13, p=0.5, q=0.5, t=5",0.4174151429165066,7,479.73343274500803
267,0.5838713540172303,"node2vec [dim=13, p=0.5, q=0.5, t=5 + topics",0.4056612071240264,7,499.31249544900487
268,0.5975220629588918,"node2vec [dim=13, p=0.5, q=1.0, t=5",0.4247635080242967,7,482.9645319779811
269,0.5979496131587166,"node2vec [dim=13, p=0.5, q=1.0, t=5 + topics",0.42134624178409696,7,498.6573258299904
270,0.6034301023388342,"node2vec [dim=13, p=0.5, q=2.0, t=5",0.43184276249107867,7,489.94662166098715
271,0.6099897689334453,"node2vec [dim=13, p=0.5, q=2.0, t=5 + topics",0.4356362232004421,7,514.0328354870144
272,0.5994353823354608,"node2vec [dim=13, p=1.0, q=0.5, t=5",0.4256816037177513,7,479.7517138879921
273,0.5987167122529025,"node2vec [dim=13, p=1.0, q=0.5, t=5 + topics",0.4273681842789653,7,491.69293329797796
274,0.5847886278916793,"node2vec [dim=13, p=1.0, q=1.0, t=5",0.4109147538862096,7,486.0370569770166
275,0.6040795622150753,"node2vec [dim=13, p=1.0, q=1.0, t=5 + topics",0.4303282238688685,7,504.4893273419875
276,0.5930007424568459,"node2vec [dim=13, p=1.0, q=2.0, t=5",0.42142239623767946,7,486.6325267739885
277,0.5944746898319642,"node2vec [dim=13, p=1.0, q=2.0, t=5 + topics",0.4186998061157969,7,508.1269872710109
278,0.5924381508607779,"node2vec [dim=13, p=2.0, q=0.5, t=5",0.423323541774576,7,475.6494495840161
279,0.6021352547218036,"node2vec [dim=13, p=2.0, q=0.5, t=5 + topics",0.4265945821759383,7,489.5103236979921
280,0.5902876780661461,"node2vec [dim=13, p=2.0, q=1.0, t=5",0.4220842717248327,7,480.1411030669988
281,0.5907579078891352,"node2vec [dim=13, p=2.0, q=1.0, t=5 + topics",0.42037233895540504,7,499.95109472400515
282,0.615033778335525,"node2vec [dim=13, p=2.0, q=2.0, t=5",0.4391249904983542,7,486.56348361598793
283,0.6061819661541572,"node2vec [dim=13, p=2.0, q=2.0, t=5 + topics",0.4319698065819676,7,507.02694770399836
284,0.5841603594234492,"node2vec [dim=128, p=0.5, q=0.5, t=5",0.4132244695522789,7,528.2401923430152
285,0.5870155602302477,"node2vec [dim=128, p=0.5, q=0.5, t=5 + topics",0.4149133601614773,7,568.6768482319893
286,0.588497227700574,"node2vec [dim=128, p=0.5, q=1.0, t=5",0.4152484351814314,7,537.3237510260078
287,0.589087477905458,"node2vec [dim=128, p=0.5, q=1.0, t=5 + topics",0.4166535083637179,7,569.5839882729924
288,0.5919196145170298,"node2vec [dim=128, p=0.5, q=2.0, t=5",0.423155892410035,7,540.6769750049862
289,0.5893264636869204,"node2vec [dim=128, p=0.5, q=2.0, t=5 + topics",0.4183103500390516,7,567.6423374930164
290,0.5848873168759992,"node2vec [dim=128, p=1.0, q=0.5, t=5",0.4110613889807874,7,522.3959078260232
291,0.5894671035072715,"node2vec [dim=128, p=1.0, q=0.5, t=5 + topics",0.4175999178166459,7,572.9924519420018
292,0.5894870782376919,"node2vec [dim=128, p=1.0, q=1.0, t=5",0.4199239068044571,7,536.6507039710124
293,0.5895354550580882,"node2vec [dim=128, p=1.0, q=1.0, t=5 + topics",0.4178965528529682,7,563.8706263649801
294,0.591303091209798,"node2vec [dim=128, p=1.0, q=2.0, t=5",0.4208030491614772,7,528.8510302380018
295,0.5954572559731004,"node2vec [dim=128, p=1.0, q=2.0, t=5 + topics",0.42411345085496,7,566.2210361649923
296,0.5892827032906681,"node2vec [dim=128, p=2.0, q=0.5, t=5",0.41789638573690097,7,531.3842814410164
297,0.5858453467365292,"node2vec [dim=128, p=2.0, q=0.5, t=5 + topics",0.4130859186188919,7,563.742000831
298,0.5926473962983709,"node2vec [dim=128, p=2.0, q=1.0, t=5",0.4239176869704541,7,533.5155482639966
299,0.5883413598691113,"node2vec [dim=128, p=2.0, q=1.0, t=5 + topics",0.4184413432592457,7,581.3164238739993
300,0.5907666404698392,"node2vec [dim=128, p=2.0, q=2.0, t=5",0.418133985152056,7,539.2180201549781
301,0.5891351270362003,"node2vec [dim=128, p=2.0, q=2.0, t=5 + topics",0.4175540789113672,7,577.8260042899929
302,0.6093109964558374,Our model,0.4443340450581413,7,83.65910113102291
303,0.5537892953480187,Barbera model,0.3949805484040593,7,74.53728246100945
304,0.6133134207525548,"node2vec [dim=13, p=0.5, q=0.5, t=5",0.4282533363362612,8,491.44731003700866
305,0.6017265665624051,"node2vec [dim=13, p=0.5, q=0.5, t=5 + topics",0.4205551446086232,8,513.4116259529837
306,0.6074493410111419,"node2vec [dim=13, p=0.5, q=1.0, t=5",0.4248656919678793,8,505.05957161801047
307,0.6232061701862245,"node2vec [dim=13, p=0.5, q=1.0, t=5 + topics",0.4361227969499352,8,523.9491149979876
308,0.6085210786304314,"node2vec [dim=13, p=0.5, q=2.0, t=5",0.4200518616773768,8,512.1190233429952
309,0.6065459314380179,"node2vec [dim=13, p=0.5, q=2.0, t=5 + topics",0.4275681740821695,8,531.9849195869756
310,0.6144120116287827,"node2vec [dim=13, p=1.0, q=0.5, t=5",0.4326749493822005,8,503.7893289440253
311,0.5915420556696331,"node2vec [dim=13, p=1.0, q=0.5, t=5 + topics",0.4104501331076568,8,519.2371547950023
312,0.6215797844073095,"node2vec [dim=13, p=1.0, q=1.0, t=5",0.4342859258823505,8,507.9357209190202
313,0.6221367910195507,"node2vec [dim=13, p=1.0, q=1.0, t=5 + topics",0.4321630623444935,8,526.0169777510164
314,0.6173304402116747,"node2vec [dim=13, p=1.0, q=2.0, t=5",0.42707806754069605,8,508.6585053190065
315,0.5826568610250165,"node2vec [dim=13, p=1.0, q=2.0, t=5 + topics",0.4021730099316903,8,522.6662253040122
316,0.6252349727372302,"node2vec [dim=13, p=2.0, q=0.5, t=5",0.4308445443211205,8,501.9100464499789
317,0.619205889328397,"node2vec [dim=13, p=2.0, q=0.5, t=5 + topics",0.4327772152831943,8,522.2876027979946
318,0.6227333730343948,"node2vec [dim=13, p=2.0, q=1.0, t=5",0.4380265422890468,8,511.2288287960109
319,0.5953950591361163,"node2vec [dim=13, p=2.0, q=1.0, t=5 + topics",0.4133036507231938,8,518.4800032210187
320,0.6306841055208378,"node2vec [dim=13, p=2.0, q=2.0, t=5",0.438148242972138,8,516.2530859439867
321,0.6230597489566769,"node2vec [dim=13, p=2.0, q=2.0, t=5 + topics",0.4339416682456593,8,528.9184315250022
322,0.6052417138805521,"node2vec [dim=128, p=0.5, q=0.5, t=5",0.4261802697697351,8,561.5597752169997
323,0.6064106018177328,"node2vec [dim=128, p=0.5, q=0.5, t=5 + topics",0.4279439405806556,8,590.7336641529982
324,0.6080756814129712,"node2vec [dim=128, p=0.5, q=1.0, t=5",0.4295580190965805,8,563.2876728309784
325,0.6074684212175011,"node2vec [dim=128, p=0.5, q=1.0, t=5 + topics",0.4264629387196881,8,588.2279250349966
326,0.6111019691262869,"node2vec [dim=128, p=0.5, q=2.0, t=5",0.4332714028514464,8,563.0886675700021
327,0.6136434737289367,"node2vec [dim=128, p=0.5, q=2.0, t=5 + topics",0.4303469680195252,8,602.8571229979863
328,0.5997685702767505,"node2vec [dim=128, p=1.0, q=0.5, t=5",0.4201155242124811,8,545.9082339729938
329,0.6040686306995141,"node2vec [dim=128, p=1.0, q=0.5, t=5 + topics",0.4217794809722827,8,592.1335474619991
330,0.6071421000242259,"node2vec [dim=128, p=1.0, q=1.0, t=5",0.427807180700256,8,560.7789987110009
331,0.6053615898059317,"node2vec [dim=128, p=1.0, q=1.0, t=5 + topics",0.4249814580608947,8,602.6305809810001
332,0.6108757493288097,"node2vec [dim=128, p=1.0, q=2.0, t=5",0.4322905730215003,8,553.6222781749966
333,0.6096365512610631,"node2vec [dim=128, p=1.0, q=2.0, t=5 + topics",0.4318079178363693,8,595.9739306189878
334,0.6040500545922355,"node2vec [dim=128, p=2.0, q=0.5, t=5",0.4233846285365664,8,545.0418971869802
335,0.6056722873993244,"node2vec [dim=128, p=2.0, q=0.5, t=5 + topics",0.4256937952795197,8,592.6553521659807
336,0.6142860888628822,"node2vec [dim=128, p=2.0, q=1.0, t=5",0.4334390443563029,8,564.8666218850121
337,0.6047698853096174,"node2vec [dim=128, p=2.0, q=1.0, t=5 + topics",0.4248284617849541,8,598.6725623430102
338,0.6145718396271129,"node2vec [dim=128, p=2.0, q=2.0, t=5",0.4338908170695738,8,566.1682004390167
339,0.6113713570406165,"node2vec [dim=128, p=2.0, q=2.0, t=5 + topics",0.4304108614088933,8,599.8191326070228
340,0.6138135925163777,Our model,0.4396697101773649,8,87.03304949201994
341,0.5424913738431569,Barbera model,0.3761316135707259,8,80.17225509299897
342,0.6098869157999718,"node2vec [dim=13, p=0.5, q=0.5, t=5",0.4210182892074948,9,513.3992131350096
343,0.6098656714467731,"node2vec [dim=13, p=0.5, q=0.5, t=5 + topics",0.42306811537925976,9,532.5901015510027
344,0.5983918891949436,"node2vec [dim=13, p=0.5, q=1.0, t=5",0.4181104221072115,9,519.7170578610094
345,0.612659526484458,"node2vec [dim=13, p=0.5, q=1.0, t=5 + topics",0.4231037352863198,9,538.9595837410016
346,0.6040950332998124,"node2vec [dim=13, p=0.5, q=2.0, t=5",0.4228057708176005,9,522.7420694119937
347,0.6093137457244009,"node2vec [dim=13, p=0.5, q=2.0, t=5 + topics",0.4289231632373008,9,547.6640213729988
348,0.6011978612260394,"node2vec [dim=13, p=1.0, q=0.5, t=5",0.41936780181848377,9,510.0364779140218
349,0.5949702515167272,"node2vec [dim=13, p=1.0, q=0.5, t=5 + topics",0.4113252885775167,9,529.3105382029898
350,0.6103094427927901,"node2vec [dim=13, p=1.0, q=1.0, t=5",0.4231160200829772,9,515.1163414559851
351,0.6122341898230744,"node2vec [dim=13, p=1.0, q=1.0, t=5 + topics",0.4250454909570848,9,541.3671576530031
352,0.6064732130466594,"node2vec [dim=13, p=1.0, q=2.0, t=5",0.424964169638884,9,529.4321560760145
353,0.6016797410312203,"node2vec [dim=13, p=1.0, q=2.0, t=5 + topics",0.418620612786439,9,542.447844454
354,0.6073457667299279,"node2vec [dim=13, p=2.0, q=0.5, t=5",0.4216501229950393,9,511.8678577399987
355,0.6118842983808835,"node2vec [dim=13, p=2.0, q=0.5, t=5 + topics",0.4259118809734029,9,527.0274570749898
356,0.5884070979726386,"node2vec [dim=13, p=2.0, q=1.0, t=5",0.4043552285727285,9,510.49824484300916
357,0.6117193200900216,"node2vec [dim=13, p=2.0, q=1.0, t=5 + topics",0.4271237623862787,9,533.3432682039856
358,0.6001824783340775,"node2vec [dim=13, p=2.0, q=2.0, t=5",0.4175493671619608,9,521.4942362970032
359,0.5836428322755951,"node2vec [dim=13, p=2.0, q=2.0, t=5 + topics",0.4011207612440664,9,544.8555245280149
360,0.5868817902185891,"node2vec [dim=128, p=0.5, q=0.5, t=5",0.4085917789356059,9,557.3684401689969
361,0.5899352270940327,"node2vec [dim=128, p=0.5, q=0.5, t=5 + topics",0.4105587795854875,9,597.2308457830222
362,0.5931077778605924,"node2vec [dim=128, p=0.5, q=1.0, t=5",0.4166581561919782,9,576.2042488849837
363,0.5960049864317556,"node2vec [dim=128, p=0.5, q=1.0, t=5 + topics",0.4170685877382021,9,608.3169417690077
364,0.5909474939775313,"node2vec [dim=128, p=0.5, q=2.0, t=5",0.4128101825451019,9,566.368459076999
365,0.5965248492319435,"node2vec [dim=128, p=0.5, q=2.0, t=5 + topics",0.4158727427035591,9,603.5701568999792
366,0.5908027509325657,"node2vec [dim=128, p=1.0, q=0.5, t=5",0.4096623142795484,9,567.9723302489729
367,0.5918025754985082,"node2vec [dim=128, p=1.0, q=0.5, t=5 + topics",0.4119508514146926,9,605.4437776959968
368,0.5930144405139378,"node2vec [dim=128, p=1.0, q=1.0, t=5",0.41380742389765934,9,556.8639752980089
369,0.5956802002902793,"node2vec [dim=128, p=1.0, q=1.0, t=5 + topics",0.4179647448525838,9,609.5105156589998
370,0.5939837744876788,"node2vec [dim=128, p=1.0, q=2.0, t=5",0.4124557474769195,9,572.4266409910051
371,0.5918673284535029,"node2vec [dim=128, p=1.0, q=2.0, t=5 + topics",0.4106160929756719,9,605.6794041279936
372,0.5869611094851286,"node2vec [dim=128, p=2.0, q=0.5, t=5",0.40979228710956905,9,571.2135632499994
373,0.5941841439684822,"node2vec [dim=128, p=2.0, q=0.5, t=5 + topics",0.4134919076244784,9,598.636302976025
374,0.5979208167503367,"node2vec [dim=128, p=2.0, q=1.0, t=5",0.4205972302563376,9,575.1325860839861
375,0.5984834285022278,"node2vec [dim=128, p=2.0, q=1.0, t=5 + topics",0.41612750903306384,9,615.9751139470027
376,0.5987431420388223,"node2vec [dim=128, p=2.0, q=2.0, t=5",0.41817915447001336,9,568.7755870739928
377,0.5937531406144294,"node2vec [dim=128, p=2.0, q=2.0, t=5 + topics",0.4157989618620574,9,600.7049314790056
378,0.615872577935469,Our model,0.436059346370466,9,87.00553669600048
379,0.5301517453179445,Barbera model,0.3697985174957921,9,81.74932212100248
